index;headline_text
1832;Diminuir as taxas de parcelamento e transferência 
1833;? 
1834;Melhorar o suporte
1835;Não consegui cadastra meu cartão pré pago
1836;É um absurdo de juros cobrados nessa maquininha,tenho que trocar urgente!!!
1837;Gostaria de trocar minha máquina por uma com melhor conectividade sem custo
1838;As taxas do parcelamento sao muito ruins
1839;aceitar 0800 de celular
1840;Melhorar as taxas pois tem concorrente com taxas melhores
1841;bateria acaba muito rapidamente
1842;Fonte de contato fone
1843;Duração da bateria 
1844;A bateria dezcarrega extremamente rápido
1845;Vocês tem que melhorar em tudo vocês são péssimos um lixo
1846;A máquina não tem a opção de ler a tarja do cartão a bateria dura pouco tempo e o sinal é muito ruim
1847;Mandar imediatamente quanto foi cobrado especificando o quanto eu fico e a máquina também, e na hora de fazer o saque principalmente 
1848;Aplicativo precisa melhor muito ainda.
1849;Bateria fraca. Moderninha wifi
1850;Máquina moderninha pro, não funciona em muitos dos locais de entrega. Teria que trocar o 2G para 4G
1851;Como saber as taxas dos tickets
1852;Odeio falar com robô.. falar com o pag seguro é impossível.. digo humano..
1853;Valores das taxas abaixar
1854;Menos detalhes nas ligações pedindo ajuda
1855;Transparência na cobrança de taxas
1856;Um bateria melhor ou um caregado portátil. 
1857;Uma pessoa fí­sica nao poder vender lanche ou comida no vale refeição é ultrajante, todos os dias deixo de ganhar dinheiro devido burrocracias estúpidas
1858;Receber o dinheiro no mesmo dia
1859;Não consigo liberar o cartão e nem pagar boleto
1860;Bateria da máquina
1861;Pagamento Contas
1862;Taxa muito alta, um absurdo!
1863;Cartão de débito para usar o saldo
1864;eliminar problemas de saque
1865;Durabilidade da máquina, a minha não segura carga e o carregador apresenta defeitos! 
1866;Que as taxas seja memmenos os
1867;Recarga em celulares
1868;Deveria cair na conta PagSeguro na mesa hora de passar o cartão 
1869;venda recarga celular aos clientes?
1870;Deveria aceitar outros tipos de bandeira também
1871;Ter direitode mais de 1 operações
1872;Abaixarem um pouco as taxas de juros
1873;Valor do saque no caixa eletrônico.
1874;Porque entrei no app e mandei o cód ela fez a compra e até hj não recebi os 60 reais  
1875;Aceitação da Bandeira banescard banco do Estado do EspÃ­rito Santo
1876;Não ser do grupo comunista FOLHA DE SAO PAULO
1877;Deveria ser mais baixo ficar muito alto pro cliente ir descontar muito da minha venda é um absurdo 
1878;Deveria ter promoção para poder trocar a máquina simples por uma de chip
1879;Diminuir as taxas 
1880;Poder pagar as contas com leitor novamente a minizinha não ficar escondendo a verdade só para vender a outra máquina que lançou e prejudicando nós que somos clientes há tanto tempo deixando nós na mão
1881;Minha máquina funciona quando quer, já perdi várias vendas.
1882;O valor das taxas poderiam ser menores, pois muitas vezes o serviço se torna mais oneroso para o clinte, fazendo com que as reclamações aumentem e as vendas caiam
1883;Possibilitar mudança para que saia o nome da loja na fatura do cliente, assim evitaria contestação de dú­vida por parte do cliente.
1884;Não retirar a função de pagar contas e muito importante.
1885;Adiantamento de crédito igual débito
1886;As vendas demoram muito pra receber não opção crédito, poderiam melhorar para nós que trabalhamos e muitas das vezes precisamos receber no dia seguinte 
1887;Processamento de dados ,q vcs cancelam,se deixar de usar por 3 meses
1888;bateria descarregada muito rápido. 
1889;Permiti q o próprietario da conta faça  sua própria alteração na opção de mais dados.q isso não tá podendo como muda o nome da fatura do cliente q passa o cartão..vocês tiraro do sistema essa poção q temos q liga para central agora fica difí­cil.. 
1890;Comprei um filtro de foto que ainda não chegou no meu email
1891;Falta de respeito com cliente a mais de 3 anos nao tenho proposta de emprestimo
1892;Taxas do crédito parcelado muito alto.
1893;Taxas no crédito bem altas.
1894;Débito n tem como ser bloqueado pois é chip e senha faz 15 dias que estou com quase 5 mil bloqueado vou colocar vcs na justiça
1895;Taxas muito altas , tem mqn no mercado com faixas mais baixas o dinheiro estar na conta no outro dia
1896;muita atualização, lenta pra ligar. e não conecta direito o wi-fi. Alem do mais paguei 840 em um produto que vale 150 agora. me sinto explorado quando comecei meu negocio. 
1897;Poder pagar contas
1898;A bateria durar mais
1899;transferir nosso dinheiro de quantia mais alta sem burocracia
1900;Não existir obrigatoriedade de venda, sendo sujeito ao cancelamento e sendo obrigado a pagamento de taxa pra reativar o serviço. Afinal compramos a máquina e já existe a fidelidade
1901;Transferência para conta de outro cpf
1902;Demora para creditar as vendas, está havendo muito atraso
1903;Máquina parou de funcionar em.mejos de 3 meses !!!!
1904;Maquinas que não  apresentem  tanto defeito. Estou na terceira troca e a bateria só  aguenta uma carga.
1905;Burocracia quanto a senha
1906;Melhorar a comunicação, e ajudar o comerciante a próspera com empréstimos facilitado realmente.
1907;Em pouco tempo já tive 2 problemas com a empresa: 1. Foi informado que não seria cobrada taxa para débito nos primeiros 3 meses e me cobraram
1908;Meu chip não funciona e sempre preciso conectar wi-fi
1909;Preciso trocar a máquina porque desde que comprei ela não carrega sem usar na tomada 
1910;Minha minizinha teve uma durabilidade de somente 9 meses
1911;Taxas de juros muito altas
1912;Antecipar venda digitada 
1913;O valor do saque das vendas é muito alto
1914;Ex a minha máquina é a minha e ela tá com defeito eu não tou usando aparece o nome tempered o que devo fazer?
1915;Primeiramente falam de TX 2.99% a 3.79% foi cobrado 5 % crédito a vista não recomendo a ninguém
1916;Diminuir a taxa de juros muito alta
1917;Poderia recarregar passes estudantil de coletivos 
1918;Referente a Tarifas: ter valores mais atrativos e competitivos.
1919;A bateria precisa ser melhorada descarrega extremamente rápido.nao acho legal estar sempre na tomada ou desligada....
1920;Trablhar com agilidade quando ouver. Q resolver alguma pendencia
1921;Isso
1922;Mês de Dezembro taxa de $122,92
1923;sugiro a competição com o mercado os concorrente estão a posto!
1924;Não dura a bateria
1925;Oferecer promoção de taxas
1926;Concorrência com taxas menores
1927;Receber o débito parceladamente Da mesma forma que feito ao cliente, afim de diminuir taxas
1928;Mas objetividade e responsabilidade quando e aceito e aprovacao do cartao
1929;Recebe as vendas no mesmo dia e na minha conta
1930;Paguei muito caro na máquina e agora tá mais barata e com taxas menores 
1931;Por conta da demora do meu produto 
1932;Receber os valores na conta que for indcada pelo titular independentemente se for dele ou de terceiros. Estou com ais de 800 presos ha 5 meses e ninguem resolbe. Empresa lixo
1933;Não tô satisfeita com a taxa sendo que a minha maquininha está para cobrar do comprador um juros absurdo eu tô saindo fora da pagseguro 
1934;Ter opção para pagar boletos. 
1935;Voltar a opção no aplicativo para pagamento de contas 
1936;Taxa de juros muitooo alta um absurdo demais
1937;Bateria da máquina é péssima
1938;Duração da bateria
1939;Aceitar débito automático
1940;A conexão é cortada após 90 dias é muito ruim
1941;Tive uma máquina furtada e não me foi ofertada nenhuma vantagem, pelo contrário dificultaram e por isso estou com outra máquina.
1942;A seita vr alementacao 
1943;sem o  processo de liberar, assim como é com o cartão pré pago,no outro dia ja dureto na cinta porque as taxas do banco é muito alta
1944;Tempo da bateria
1945;Comprei acreditando sem taxas nos três meses. Sem justificativa porque tenho um cadastro a um tempo que não utilizava. Taxa mais alta que outras. Breve troco por outra.
1946;Pagamento de boletos
1947;Manda extrato de todos os meus depósito do mês pra ter o controle da minha conta 
1948;Olha o custo cobrado é muito alto
1949;Durabilidade da bateria 
1950;Máquinas de melhor qualidade
1951;Taxas maisbaixas
1952;Liberar empréstimos 
1953;Clareza e praticidade
1954;Tenho taxa de débito bem menor
1955;Discordo da cobrança de juros sobre parcelamentos.
1956;Um extrato mais explicito referente as taxas de cada bandeira.
1957;Melhorar a entrega da maquina.
1958;Cobranca com cartão digitado
1959;Os cartões serem débito e Ã± crédito 
1960;As taxas estão muito altas
1961;Voltar a pagar contas pelo aplicativo!
1962;plan alimentacao
1963;Mais transparência no valor das taxas
1964;A minha máquina já não funciona a muito tempo e eu na recebo outra
1965;Recarga de celular
1966;Mudar o tempo de recebimento e as taxas em relação a vendas via link e venda digitada
1967;Não  cobrar taxa de transferência  no mesmo dia
1968;A indicação de maquinas demora um mes para ser pago é palhaçada. 20 reais por um mes. E outra eu tenho que saber quando o pedido de maquina é confirmado por amigos. Tenho 2 pedidos em meu nome e só me confirmaram 1 pedido porque eu que fui atras de saber. Tenho outro pedido em nome de Leandto ribeiro e nao sei se vao me pagar. Quase cadastrei o cnpj da pagseuguro no consumidor.gov para reclamar. 
1969;Sem dúvida o atendimento 
1970;Toda vez que ela fica sem uso, perde conexão... demora pra conectar
1971;Despreparo quanto a contestação feita por clientes.
1972;Está tudo ótimo!
1973;Poder parcelar sem juros altos
1974;Meu amigo é mecÃ¢nico! E só trabalha com valores altos ele tem dificuldade de receber o seu dinheiro. Sorte minha que nunca recebi mais de 50 reais
1975;Permitir pagamento de boletos
1976;Deveria haver a opção de, no crédito parcelado, receber o valor parcelado, sem a cobrança da taxa adicional, que é cobrada por parcela atualmente. Tenho mais uma máquina de cartão, de outra operadora, para fazer vendas no crédito parcelado porque acho extremamente cara a taxa cobrada pela Pag seguro, no crédito parcelado.
1977;Fiquei 3 dias tentando entrar em contato através de chat, e-mail, telefone com o Pagseguro, sem sucesso....quando fui atendido depois de 3 dias com defeito na minha minizinha (sem vender) foi solicitado mais 7 dias para a troca a qual estou aguardando até hoje.
1978;abaixar a taxa da venda no credito
1979;falta de despeito com o cliente..
1980;Tenho outra maquineta e não consigo desbloquear porque vc não me enviam a segunda vida da nota fiscal não sei o motivo já liquei varias vezes e não consigo resolver 
1981;Diminuir as taxas!!
1982;Serviço de conta bancária
1983;Melhoras as taxas
1984;Muinto Grande o tempo de troca da maquina
1985;Baixar mais o juros
1986;da um limite minimo de 1000 reais para clientes com mais de 6 meses as vezes para comprar alguma mercadorias 
1987;Melhorar o atendimento. Depois que vendeu a máquina abandona o lojista.
1988;Bateria não dura nada,custa passar o cartão
1989;Estou a 15 dias aguardando minha nova máquina no mês mais produtivo do ano em minha empresa. Estou decepcionada!
1990;Não temos opção de parcelas sem juros 
1991;Deminui um pouco as taxas só isso o restante pra mim tá ótimo 
1992;Melhorar taxa de retirada do dinheiro
1993;Tem bandeiras que só aceita tarja ai para eu sacaro valor só no prazo de 30 dias e não tem como alterar esse plano. Deveria ter como alterar
1994;mandar o boleto por pdf , pois tem gente que não consegue gerar boleto online
1995;Minha máquina parou de funcionar, não entendi, vou ter que comprar outra ? Estou sem fazer venda. 
1996;Mais duração da bateria 
1997;Nunca tem valor certo pra retirada de taxa 
1998;Vendas online receber com 1 dia
1999;Boa
2000;sou do maranhão e a pg seguro não aceita a pantera credchop
2001;Recebimento na hora pelo cartão pre pago
2002;A baixa a taxa das bandeiras
2003;O parcelado antecipado não é interessante .
2004;I
2005;Aos sábados e domingos seria interessante também receber os valores e somente durante a semana então complica um pouco
2006;Valor alto das máquinas 
2007;Prazo pra venda em boletos. Só isso 
2008;Facilitar a transferência bancaria para outros bancos
2009;as condicoes de emprestimo nao condiz com a realidade
2010;Precisa que aceita outras bandeiras pra aumentar as vendas. E o principal dar assistência pro cliente porque em 2013 pessoas passaram o cartão no meu salão e cancelaram pelo telefone a venda como a atendente sito e não fui avisada e não ligaram. Peguei esses dias a maquininha tive que acerta 276.00 reias por conta de débito antigo fiquei super chateada queria até cancelar. 
2011;Troquei de máquina porque o vendedor me informou que se eu mudasse o meu e-mail iria entrar no taxa zero por 90 dias ou 1.500,00. Não aconteceu e não fizeram nada quando informei a palhaçada que fizeram comigo
2012;Precisa baixa o valor das taxas o mercado exigi isso
2013;aceitar outras contas de outros cpf
2014;adiantar o valor na conta 
2015;Deveria vender os equipamientos disponiveis para descontar nas vendas
2016;Verdade ..vc não cumprem o que falam .dissem que iria cobrar taxas após 1500 ou 3 meses ,e isso não é vdd
2017;Receber VR tambem
2018;Explicar. Pq fiz uma venda até agora tô no prejuí­zo com a apague seguro, caso não resolva vou botar na justiça!!
2019;baixar um pouco as taxas de juros débito e credito
2020;Muitos altas
2021;A entrega da maquina é pessima, to a mais de 30 dias esperando e nada.
2022;Voltar o pagamento de contas no app
2023;Em breve mudando pra outra rede de vendas. As taxas são altÃ­ssimas
2024;Empréstimo
2025;Atualizarem o app vendas para que funcione decentemente na moderninha smart
2026;No app não dá mais pra fazer pagamento 
2027;Cartão Amex o cliente faz a compra e depois pede extorsões e vcs retira o o dinheiro do vendedor se uma comunica
2028;Usar  máquinas antigas como parte de pagamento das novas 
2029;Sabemos que tem outras operadoras cobrando bem menos, taxas quase pela metade da PagSeguro
2030;Demora na liberação dos valores livres, alguns casos tem levado até 3 dias, após a solicitação
2031;Habitar recargas de celulares, Netflix, Xbox , vale - transporte entre outros.
2032;O sistema de segurança invés de pedir que o usuário tenha que comprovar a venda ou serviço prestado,  pois o valor creditado e na máquina do cliente e posteriormente creditado na conta cadastrada, não entendendo o motivo da desconfiança,  no caso desta desconfiança,  fazer contato com o usuário cadastrado para certificar se foi real o procedimento é não efetuar o bloqueio. 
2033;Maizomenos
2034;A mesma facilidade que temos em adquirir a maquininha tbm temos que ter em receber nossos valores 
2035;Parcelas em mais vezes 
2036;Falta de app para pagar contas
2037;Estou a um mês esperando retorno para baixar os juros
2038;Aceita tket de refeição e alimentação
2039;Menores taxas
2040;Valor alto para parcelamentos por isso irei trocar de empresa
2041;Trocar as máquinas que realmente estejam com falhas na bateria !
2042;Ter a possibilidade de trocar de maquina dando a usada como desconto, ficando com o último modelo.
2043;As taxas são muito altas
2044;Tentei fazer um emprestimo com vocês  e não conseguir. E também vocês poderia fazer a troca de maquineta aceitando a maquineta que tenho na comprcompra de outra
2045;Receber no dia seguinte 
2046;Baixar juros
2047;Atendimento e suporte.
2048;Aceitar debitos em vendas digitadas
2049;Quando se faz cobrança por link, o valor no crédito é com acréscimo, em 2x deu mais 9 reais a alguns centavos. Perdi a venda!
2050;Falar o valor que vamos perder de dinheiro quando tiramos o juros do cliente
2051;Várias bandeiras 
2052;Já mudei de chip com outra operadora mas de vez enquanto fico na mão e o problema é que aqui é restaurante a pessoa já comeu e aÃ­ prejuí­zo total muito decepcionada.
2053;Taxa de parcelamento melhor
2054;As taxas para parcelamento sao muito altas
2055;Recebimento de pagamento por link tambem em 24h. Liberacao de venda com voucher tambem pra pessoa fisica.
2056;Minha máquina não está passando cartão
2057;Eu preciso de empréstimoe vcs nãolibers
2058;Atendimento demora um pouco
2059;Suporte. Mudaram a cobrança de tarifas, sem aviso, e não tenho com quem falar.
2060;Estou com um problema para redefinir minha senha ate hj nao foi resolvido
2061;Disponibilizar o valor da venda na conta PagSeguro no ato da venda para poder ser utilizado
2062;analisar se e possível ver seu saldo do dia na maquininha
2063;Pagar minha conta que não funciona está uma porcaria 
2064;Sou comerciante e em muitos casos para não perder venda ! Fazemos em 10 x , porém as minha taxa em antecipação são muito altas! Até mesmo diminuindo a mergem de lucro. E isso inviabiliza a venda para muitos casos
2065;Não concordo que descontem do vendedor também
2066;transferir pra quem quiser
2067;os e-mails demoram muito para serem retornados. Quando temos duvidas, as vezes respondem as vezes não. A minha etiqueta do Pag seguro vem com meu nome pessoal, queria que aparece da loja, mas não sei como faz e não sei se é possível. Toda venda pelo site demoro muito a receber, tem pedidos que demoro quase um mês pra receber.  
2068;antecipação das vendas já realizadas Quando solicitar.
2069;Libera o saldo disponÃ­vel 
2070;Melhores taxas, principalmente entre cliente / consumidores pág seguro.
2071;Taxas muito abusivas para pessoa fí­sica, principalmente parcelado
2072;Pagamento de contas para todas as maquinas
2073;Imposto cobrado pelo governo
2074;Transferência para contas de terceiros
2075;as taxas estão muito altas
2076;Tento acessar minha conta e nao consigo. Preciso transferir o dinheiro direto para o meu cartao pagseguro uol e nao estou conseguindo esse acesso. Gostaria que isso fosse automatico. Que esses creditos fossem direto para o cartao.
2077;Bateria, máquinas nunca carrega corretamente e nem trocando de carregador. 
2078;Se as taxas fossem mais baixas seria perfeita! 
2079;Melhorar a questão do Vale refeição/alimentação
2080;PÉSSIMO ATENDIMENTO E RESOLUÇÃO DOS PROBLEMAS 
2081;Tem mais de um mês que pedi um outro chip falaram que era no máximo 48h já tem mais de mês. Gostaria de uma providência.
2082;Quando comprei a máquina disse que me daria 3 meses sem taxa e cobrou no primeiro mês e vem sendo cobrando direto .
2083;Carregador veicular da maquininha
2084;As taxas n precisavam ser em todas as vendas 
2085;A bateria da máquina e horrí­vel , não dura um dia de carga , muito ruim a bateria.
2086;parcelamentos maiores com taxas menos que outras estão oferecendo.
2087;A bateria deveria durar pelo menos 8hs
2088;não consigo cadastrar minha conta bancaria
2089;Colocar humanos para atender no chat.
2090;Bandeira American Express na minha máquinha aparece que é aceito , mas na hora de passar venda ela não é aceita . Tentei tanto com chip e uso de tarja e nada de efetuar a venda ... Resultado uma boa venda perdida ... 
2091;Muito lento
2092;bateria
2093;Ã€s vezes a máquina não funciona.
2094;Depois atualizou ficou difí­cil mexer e era fácil ! Acho q qdo escolher para comprador ele tinha pagar todas taxas e não descontar a primeira mim !
2095;Bateria dura muito pouco
2096;Aceitar outro CPF ,tipo conta bancária do marido
2097;Receber pagamento no cartão de crédito Ã  distÃ¢ncia, ou seja, só digitando os dados do cartão
2098;isabella
2099;Facilita a comunicação com a central da PagSeguro
2100;Vcs obrigan os clientes a receber em 30 dÃ­as e cobram uma taixa a mais ruim
2101;ter outra maquina até a manutenção ficar pronta
2102;Máquina de um modelo padrão  sedo total mente gratuita quem já é cliente.
2103;Bateria da máquina não dura nada
2104;Enviar as bobinas das máquinas de forma automática, pois eu tenho 3 moderninhas pró, uso 2 delas a anos e nunca recebi uma só bobina, tenho que usar as da rede-flex, já liguei cobrando, mas o atendente desligava na minha cara quando eu cobrava ou falava que estava sem sistema para abrir o chamado.
2105;Tem promoção pra clientes novos e não se importam com os antigos
2106;Demora demais qdo recarrego o cartão, nunca posso usar na hora
2107;Melhorar a bateria das maquinas
2108;as taxas de parcelamento são absurdas, até parei de vender parcelado, não vale a pena.
2109;Ter uma maneira de ter uma conta no pague seguro que seja possivel fazer saques, para quem nao possui conta bancaria.
2110;Bateria da máquina não dura nada 
2111;Facilidade no empréstimo 
2112;Falta implantar o serviços  de recargas de celulares
2113;Máquinas que funcionem direito já troquei 2 ou 3 máquinas e sempre da o mesmo problema tive que solicitar máquina de outra prestadora por que a minizinha funciona quando quer .
2114;empréstimos mais acessÃ­veis 
2115;resumo diario de todas as vendas, informaçoes mais claras , detalhadas
2116;Qualidade do produto!
2117;Pagar contas direto com meu crédito
2118;Estorno para o cartão muito demorado
2119;É muito tempo para identificação da identidade
2120;volta o a opção  de pagamento de contas já ia ajudar muito.
2121;Eu particularmente não recomendo pq ouve um bloqueio sem ao menos me consultar, no meu caso uso a pag seguro pois vendo consórcio e ultilizo a máquina para o cliente pagar a primeira parcela. E no meu caso esse cliente ainda está pagando o seu consórcio e na época pediu o estorno e vcs devolveram, acabei ficando com o prejuí­zo de outra venda que foi bloqueado desse outro cliente.Por esse motivo eu e mais 14 vendedor da minha empresa ( desses 14, onze saÃ­ram da pag seguro) não recomendamos o serviço da pag seguro. E na época foi eu que indiquei a todos da minha cidade pois fui o pioneiro e hoje não indico a mais ninguém. E se quiser me ligar para saber maiores informações só ligar para (83) 9940-3395 
2122;veracidade nas informações dos valores a serem recebidos pelos vendedores
2123;Parar com vendas forçadas e consequentemente cobranças indevidas.
2124;Não consigo pagar meu boletos.minhas contas pelo APLICATIVO
2125;pagar contas
2126;Se caso já tenha desconheço,realizar a troca de modelos de maquininhas. Ex. Eu tenho uma minizinha, porém,eu gostaria de outra que não necessitasse de aparelho celular. Então,vcs recolheriam a nossa e desse um ótimo desconto na aquisição de outro modelo!
2127;Acho que poderia aceitar os cartões refeições e alimentação sem precisar ter um CNPJ na área de alimentos
2128;Ter opção de empréstimo
2129;O app não funciona tá um merda
2130;Boa noite, comprei uma minizinha na promoção e no dia seguinte começaram a cobrar a percentual  que deveria ser após 12 meses, liguei algumas vezes, o percentual está correto, mas não foi extornado o valor cobrado indevidamente
2131;Tem uns 3 meses que pedi a troca do chip e não mandaram
2132;Burocracia na hora de sacar com o Cartão da PagSeguro
2133;Progaganda enganosa
2134;O valor cobrado por saque 
2135;Fretes caros e individual no carrinho
2136;Houve redução das taxas de juros do BC e a pagseguro permanece com as mesmas.
2137;Melhora a NT da máquina
2138;melhorar sinal e pacote de dados da moderninha
2139;Eu quis realizar a troca do meu equipamento por uma melhor e não existe a possibilidade
2140;Melhorar junto as empresas de telefonia o sinal do wifi. Muitas das vezes temos que compartilhar o sinal do celular para efetuar uma venda. Sinal das operadoras pegam muito fraco nas maquinas.
2141;Deixei de usar minha máquina durante um tempo ,quando voltei vcs decidiram descontar um valor que eu não sei qual é ao todo,pq segundo vcs a minha máquina possui contestações 
2142;Pago mais caro no meu plano para receber as vendas em um dia. Ainda assim tem uma venda que levará 30 dias para receber. Gostaria de saber o motivo uma vez que o plano é explÃ­cito. 
2143;Recarga de celulares 
2144;Ter mais suporte
2145;O percentual cobrado aumentou 1% do prometido
2146;Quero solicitar outra maquininha e não consigo
2147;Libera para efetuar pagamentos com o dinheiro que recebi na maquininha
2148;nao estou conseguindo acessar da erro na minha senha,ja liguei ninguem tem competencia para resolver vou procurar meus direitos
2149;Não tenho um gerente para dá suporte
2150;Mais agilidade para liberar os valores bloqueado, pois 4 dias úteis com o valor da venda bloqueado é muito tempo, eu já estou a 25 dias com 13.200,00 bloqueado
2151;Procura sempre melhorar
2152;Receber no mesmo dia
2153;Minha máquininha não deu nem 1 ano e não pega mais 
2154;tarifa de saque 8 reais. precisam rever.
2155;Vocês cobram 7$ pra sacar dinheiro. Acho isso muito chato. E não consigo transferir pra conta de outro cartão o meu dinheiro que está nas minhas vendas. Isso me deixa muito triste com o sistema de vocês, pois comprei e não fui informada sobre isso. Também comprei sem saber do chip. Me arrependi de ter comprado sem chip, queria ter comprado a outra. Falta transparência no sistema de vocês e nas propagandas. Mas é muito bom pois não perdemos vendas quando estamos trabalhando.
2156;Menos burocracia para adicionar outra conta para transferência.
2157;Poder ter opção de NÃƒO  atencipar vendas 
2158;Querio qui melhorasse
2159;Upgrade de máquina obsoleta.
2160;Melhorar na comunicação com o usuario
2161;Ter melhores taxas no parcelamento
2162;Recebi uma moderninha com problema, mandei pra trocar 5 vezes e sempre me mandam o modelo D200, vou entrar com uma ação contra vocês !!
2163;Por enquanto não tenho que reclamar
2164;Taxas muito alta em comparação com as concorrentes
2165;Aceita VR
2166;Acho alta a taxa no parcelado em 10 vez
2167;Taxa de. Parcelamento alta
2168;Um mês para receber o dinheiro é longo demais para taxas tão altas
2169;Prazo para receber compras do crédito
2170;Taxas de parcelamento são muito altas ... sem condições de vender com várias parcelas 
2171;Taxa de juros muito alta vou trocar por outra porque não tem condição nenhuma de estar com a máquina dessa
2172;Facilidade para acessar minha conta.
2173;Quando bloquear um valor pagar a taxa diferenciada da escolhida 
2174;O valor do cartão pre pago e muito alto para um saque 7.50 por um saque e um absurdo eu mesmo preciso do cartão mais o valor cobrado me desanima 
2175;nada a observar até o momento
2176;Cobrar menos juros para que quer começar um negócio já desiste nas primeiras transferência 
2177;Falar com atendente para tirar dúvidas 
2178;Já é descontado taxas na venda e ainda é cobrada taxa pra sacar no cartão. E o cartão deveria ser de DÉBITO porque o valor que consta no saldo serviria pra pagamento direto. Quase Nenhum estabelecimento aceita pagamento de contas com cartão de crédito Ã  vista. 
2179;Duração da bateria
2180;Suas taxas sao cara de mas e cobra um juros muito alto nos parcelamentos 
2181;Vantagens pra captação de novos clientes, que não inclui clientes antigos
2182;Comprometimento 
2183;A concorrentes com taxas mais atrativas
2184;Quero que fosse possível transferir meu dinheiro via Ted para a minha corretora
2185;Processo de troca da máquina demorado
2186;Após duas trocas na máquina fui obrigada a usar link para não perder vendas. Acontece que ao utilizar este meio só recebo em 30 dias! Ou seja, ou tu amarga o prejuí­zo devido ao vÃ­cio do equipamento ou amarga 30 dias pra receber. Ponto negativo pra Pagseguro. 
2187;Ter a opção de pagar contas
2188;Em caso de minha maquina quebrar eu não qual seria o procedimento adotado
2189;A minha maquininha não funciona a mais de 6 meses e nada foi feito 
2190;Conectividade sem sinal em vários locais SP cliente fica 
2191;Atender msm CpF a bandeira Volcher
2192;tem quase seis meses que eu mandei a maquina para arrumar e ate hoje nem me deram resposta  restaurante do Adriano CNPJ  026050430001-26
2193;Ter a prioridade de troca da máquina pela mas moderna
2194;Vcs bloqueiam a máquina sem qualquer motivo e para desbloquear, tem uma exigência muito grande sendo que para vender não e da mesma forma
2195;Ter um portador expresso para troca de máquinas 
2196;Poder transferir para outras contas sem ser no CPF do titular da conta
2197;Atendimento Péssimo!!!!
2198;A IMPRESSÃƒO DO NOME DO CLIENTE NA FITA NAO SAI.
2199;Um absurdo o desconto 
2200;Queria pode recebe na minha conta poupança da Caixa ,conta fácil ,e ela está mim deixando na mão várias vezes
2201;Extrato financeiro a receber. Se tem não encontrei
2202;Já que a empresa atende tanto pessoa fisica como jurí­dica poderia abaixar as taxas.
2203;Valor da maquina
2204;Taxas muito altas comparando com as do concorrente
2205;Aceita cartão corporativo, estou perdendo muito cliente principalmente funcional da cemig,muito obrigado! 
2206;A Bandeira Brasil card falta na máquina da pago seguro
2207;Quando ocorrer lançamentos disponibilizar aos clientes antigos com preços acessÃ­veis 
2208;Facilitar para ativar o cartão da pagseguro
2209;Acho que quando jogamos o juros para o cliente pagar não deverí­amos pagar uma taxa sobre o que recebo
2210;Transferiro dinheiro para outra conta com CPF diferente
2211;Nao consigo passar o dinheiro para a conta ja liguei mais de 6 vezes e não resolvem vou ter que ir no orocon
2212;Descarrega MT rápido
2213;Baterias com mais duracão ..feed back na questão de troca da maquina... muitoooo maissss agililidade para ter outra  maquina no caso de defeito 
2214;Aceitar todosos cartões. Inclusive o amex. America express corporativo. E o cartão da cemig
2215;Magina.muito.lenta
2216;Trocar a tecnologia. As operadoras de telefonia celular não estão mais dando tanta atenção Ã  tecnologia 2G (GPRS) que é como a moderninha usa o sinal celular e o que funcionava bem anos atrás (rapidez) hoje se torna uma venda muito lenta e os clientes reclamam pois querem agilidade. Hoje suas concorrentes (Ciello, Rede, etc) já estão utilizando a tecnologia 3G e 4G. Faz-se necessária análise por parte dos técnicos da PagSeguro e evoluir.
2217;O atendimento do cartão pág seguro e um absurdo fiz um saque no cx 24 HS o dinheiro não saiu na máquina e saiu da minha conta já faz um mês e a pág seguro não devolveu o valor que  é de 700,00
2218;O sinal é terrí­vel, quase nunca consigo passar cartão. . .  De 10 vezes que tento 2 passa
2219;Mais facilidade para envio de documentos
2220;Bateria duráveis nas máquinas
2221;Poder trocar dados de cnpj e documentos 
2222;Não cobrar taxas de juros de cartões 
2223;Dinheiro nos finaisde semana demora demais pra cair. Sendo que isso pode ser feito qualquer dia. Tem que se esperar a segunda pra receber
2224;Desbloqueio do meu saldo 
2225;Quando eu passo o cartão aparecer na hora que foi realizado no sistema 
2226;...
2227;Voces nao cumprem prazos, nao solucionam problemas, profissionais mal treinados e mal educados, nao tem padronizacao, o sistema interno dificulta solucoes dos problemas, chamdos nao.sao solucionados, sempre tem uma desculpa e um novo prazo que nao é atendido. Eu odeio vcs. A pior empresa que ja tive o desprazer de trabalhar. 
2228;O atendimento eletrônico  é  péssimo 
2229;O relatório de vendas ser mais facil
2230;Reduzir taxa de crédito parcelado
2231;Quem comprou a máquina antes da promoção ficou sem carregador grátis
2232;Mas muito boa
2233;não segurar o dinheiro retido sem um prazo determinado para resolver o problema
2234;J
2235;A taxa para parcelamento é muito alta
2236;Sem taxas para vendas diretas
2237;Deixar de ter relações com a Folha de São Paulo
2238;maquina que apague a tela e nao consuma tanta bateria por isso.
2239;Faço vendas mensalmente, mas vejo que existe uma diferença de opções entre os clientes. Exemplo, um colega tem disponÃ­vel a opção de pagamento de contas e recarga de celular. Eu não tenho! Opção de empréstimo, eu não tenho! Ou seja, existe um tipo de análise, que simplesmente limita cada usuário com os critérios do PagSeguro. Mas concluo achando um bom serviço. Obrigado por ouvir nossa opinião.
